start	end	text	predictions
8945.17	8949.26	 $33,000 profit I certainly believe now think about it for a second	0.0
8949.72	8953.72	 If you don't have the guts to attend Jordan Belfort straight-line persuasion system seminar	0.0
8954.3	8959.3	 Then how do you expect to make any money you want to be a millionaire someday have some guts make a decision	0.0
8959.76	8962.32	 Jordan Belfort said it worked for me because I work hard for it	0.0
8962.64	8966.2	 And if it doesn't work for you, it's because you're lazy. You should get a job at McDonald's	1.0
8966.2	8971.98	 Nobody holding you back from financial freedom and there's nobody stopping you from making millions	0.0
8972.44	8976.18	 Don't just sit at home or the life of your dreams will sail right past	0.0
8979.36	8985.56	 All these people's lives and I can change yours to so come to my seminar the life of your dreams is only	0.0
8988.38	8989.64	 Gotta be joking	0.0
8992.76	8993.36	 Hey	0.0
9009.54	9011.24	 Shut the fuck up	1.0
9017.52	9023.64	 I clean up my act I did rehab. I'm a TV personality. I'm sober for two years and this happens	0.0
9024.28	9026.5	 Rugrat goes and gets busted down in Miami	0.0
9027.4	9029.08	 And guess who the fuck with?	1.0
9030.22	9031.72	 Yeah, I know your country	0.0
9033.04	9039.54	 What are the fucking odds there had to be 10,000 Swiss bankers in Geneva and Rugrat gets the one dumb enough to get himself	1.0
9039.54	9041.0	 arrested on US soil	0.0
9046.86	9050.78	 Even more fucked was that he got busted for shit that had nothing to do with me	1.0
9050.92	9057.4	 It had nothing to fucking do with me something about laundering drug money through offshore boat racing and a guy named Rocky Aoki	1.0
9057.8	9059.18	 You know the founder of Benny Hanna	0.0
9060.08	9060.96	 any Hanna	0.0
9062.06	9063.36	 Fucking Hanna	1.0
9063.64	9067.74	 Benny fucking Hanna. Why why why God?	1.0
9068.08	9073.0	 Why would you be so cruel as to choose a chain of fucking hibachi restaurants to take me down?	1.0
9075.94	9082.46	 Long story short and sorrel rats me out, but not before you rats out Brad's wife Shanta who it turns out	0.0
9082.64	9084.62	 He'd been fucking every time she went to Switzerland	1.0
9091.84	9092.9	 All right	0.0
9094.46	9102.72	 One count engaging in conspiracy to commit securities fraud two counts securities fraud one count engaging conspiracy to commit money laundering	0.0
9103.6	9107.48	 21 counts money laundering one count obstruction of justice	0.0
9109.5	9111.3	 Bail is set at ten million dollars	0.0
9121.7	9122.92	 Oh	0.0
9129.38	9129.84	 Rocky	0.0
9130.56	9134.96	 He's doing wolf. I hate that fucking dog. Yeah	1.0
9135.64	9138.98	 It's getting old in the crep. It's starting to shit in the house again. You too	1.0
9140.78	9142.4	 Fuck good to see you	1.0
9142.72	9143.38	 Oh	0.0
9149.36	9155.48	 How you doing brother, you know shitty pal I'm hanging in there	1.0
9158.02	9159.78	 Piece of jewelry check that out	0.0
9160.8	9162.34	 Can't leave the house, you know	0.0
9163.22	9165.24	 Starting to get cabin fever already	0.0
9166.1	9167.42	 fucking Rugrat	1.0
9168.7	9173.44	 That wig wearing faggot, I can't believe that fucking guy I want kill somebody got on one the choking bidet	1.0
9174.98	9178.1	 Irresponsible prick. Tell you one thing	1.0
9180.42	9181.8	 I'm never eating at Benny on that kid	0.0
9184.16	9185.34	 Okay, whose birthday it is	0.0
9187.48	9188.62	 Was Naomi how she doing	0.0
9189.96	9194.36	 It's around the house there. I could say hi. She probably won't wave back now me sweetheart	0.0
9198.32	9204.0	 Was that her ass was she mad at me no, you know, probably have to mortgage the house in order to make bail	1.0
9204.84	9210.56	 Probably end up selling the things in order to pay for all the lawyers. It's it's been a nightmare buddy to tell you the truth	0.0
9211.7	9212.66	 What are you gonna do, right?	0.0
9213.94	9217.34	 Anyway, how's how's Stratton? That's more important. How's morale?	0.0
9217.9	9223.78	 You all pissed off cuz they have to make money legally now Jordan. I got the founding partners together	1.0
9225.14	9226.2	 Talk to him about everything	0.0
9228.38	9230.24	 I got you	0.0
9232.7	9234.52	 The house money don't worry about it I got you	0.0
9242.9	9244.58	 You know I do it for you, right	0.0
9253.0	9258.16	 You want a beer pal, what are you drinking I got this non-alcoholic shit, what's that?	1.0
9258.64	9264.08	 Like an unalcoholic beer. It's got no no alcohol. It's a beer. Yeah with no alcohol	0.0
9265.02	9270.38	 But you drink enough and you drink a lot to get you fucked up. No, there's no alcohol. That's the fucking point	1.0
9270.84	9276.26	 I'm not a scientist. I don't the fuck you're talking about. I'm gay be if you want fuck. No, but I don't drink you remember I	1.0
9276.92	9280.28	 Don't drink anymore. Oh you want to go inside and blow some lines of bacon powder	0.0
9282.46	9287.26	 Can't imagine ever not enjoying getting fucked up. Yeah, I love it. I was being sober	1.0
9288.18	9291.66	 Fucking sucks boy. I'm so bored. I want to kill myself	1.0
9293.02	9299.18	 There's a term and we don't like to use it unless circumstances dictate and I think they do dictate in this case	0.0
9299.18	9301.18	 And the term is Grenada. Have you ever heard of Grenada?	0.0
9302.36	9310.56	 No, I have Grenada is very interesting because is a small island nation that was invaded by the United States of America in 1983	0.0
9310.62	9312.92	 it's about 90,000 people and	0.0
9313.34	9314.7	 essentially it means is	0.0
9315.92	9317.18	 This case is unlosable	0.0
9318.44	9324.54	 Okay, so, you know we can come in we can never dick hanging out of our pants. Nobody gives a fuck. I'm gonna win	1.0
9325.84	9326.34	 You sir	0.0
9328.62	9329.4	 Are what's known	0.0
9331.28	9332.02	 As a Grenada	0.0
9335.82	9342.32	 You're looking at real prison time money laundering can get you as much as 20 years and	0.0
9343.38	9349.3	 Our case couldn't be stronger if we caught you shoving cash in your mattress. All right. Hey Jordan	0.0
9350.78	9351.34	 Jordan	0.0
9352.22	9357.52	 You're rotting away in jail till your kids get out of college. That's not our ambition here	1.0
9359.2	9363.96	 There's other people involved in this too. We think they need to see their day in court as well	0.0
9367.44	9371.76	 Why do I sense there's an offer in the air look at him he's got a sense what are you crescent	0.0
9373.52	9379.98	 Full cooperation he provides us with a comprehensive list of all the co-conspirators spending the last seven years and he also agrees to wear a wire	0.0
9382.28	9384.14	 Did you just say wear a wire a wire	0.0
9385.96	9389.2	 What does that mean you want me to rat is that it no I want you to cooperate	0.0
9389.56	9394.86	 No, you want me to rat. Yes. We want you to rat. That's fucking exactly what we want you to do to rat	1.0
9400.0	9401.24	 How was Chrissy's party	0.0
9401.88	9403.42	 Fine good	0.0
9405.64	9410.34	 Babe I spoke to the lawyers again today. I have some really really great news	0.0
9412.5	9415.0	 Turns out you're completely off the hook honey, I	0.0
9416.28	9421.74	 Know that already right exactly exactly. You never did anything wrong in the first place, right?	0.0
9423.58	9425.48	 It turns out all the FBI really	0.0
9426.48	9427.86	 wants from me is to	0.0
9428.72	9430.6	 to cooperate, you know	0.0
9431.68	9434.7	 Turns out I have so much information about the stock market and Wall Street	0.0
9434.74	9437.28	 I could save the government years of heartache not to mention	0.0
9437.98	9439.08	 countless dollars	0.0
9441.62	9442.96	 It gets even better babe	0.0
9443.72	9449.92	 Because if I do decide to cooperate I might only be looking at for sure ears in which case	0.0
9449.98	9452.16	 You know we could we could start fresh	0.0
9452.36	9457.46	 Maybe sell the house and any fines that I'd have to pay wouldn't be due till after I serve my term	0.0
9457.46	9459.92	 So we'd still have plenty money left over, you know	0.0
9460.54	9461.84	 I	0.0
9462.68	9467.04	 Only think of course bumping me out a little bit is this whole idea of having to	0.0
9468.16	9472.66	 Give information about my friends. Well, like you said, there's no friends on Wall Street, right?	0.0
9473.66	9478.34	 Right, right exactly. There's a silver lining to that too, honey, because they said eventually	0.0
9479.14	9483.6	 Eventually everyone's gonna have to give information on this case. So at the end of the day might not even be a factor	0.0
9483.6	9487.94	 You know, well, that's good news, right? Yeah. Yeah	0.0
9488.94	9490.14	 I'm really happy for you	0.0
9496.0	9499.38	 She'd be happy for the both of us right? Yeah, right	0.0
9513.92	9515.24	 No, Jordan stop it	0.0
9518.1	9518.46	 Mommy	0.0
9525.52	9526.62	 Jordan get off me baby	0.0
9526.62	9527.24	 Oh	0.0
9546.48	9547.36	 Go ahead	0.0
9548.58	9549.34	 Go ahead	0.0
9551.6	9555.6	 I want you to fuck me real I want you fuck me like it's	1.0
9562.28	9567.28	 Come for me baby, I'm gonna come for me like it's the last fucking time. Yeah	1.0
9571.8	9572.54	 Yeah	0.0
9574.84	9575.66	 Yeah	0.0
9577.56	9578.92	 I'm yeah	0.0
9592.44	9593.32	 Oh God	0.0
9601.0	9603.42	 Fucking great. Oh God	1.0
9607.04	9612.5	 I mean that was the last time we have sex	0.0
9614.84	9616.52	 He talked about I	0.0
9618.98	9619.92	 Want a divorce	0.0
9624.04	9627.78	 What does that supposed to mean you want a divorce get off me I want to divorce	0.0
9629.44	9632.56	 To me what the fuck is wrong with you? I don't love you anymore Jordan	1.0
9634.98	9636.22	 You don't love me	0.0
9637.18	9644.78	 You don't love me anymore. Huh? Well, isn't that just fucking convenient for you now that I'm under federal indictment with an electronic bracelet around my ankle	1.0
9645.0	9647.66	 Now you decide you don't fucking love me. No, that right? No	1.0
9648.84	9650.04	 What kind of person are you?	0.0
9650.62	9655.24	 Tell me you married me the fuck does that supposed to me not this is how it's gonna go	1.0
9655.94	9661.32	 I'm gonna take custody of the kids if you agree to the divorce right now. I will allow visitation	0.0
9661.74	9666.72	 Okay, don't try to fight it. It'll save us both a lot of money and I got a feeling you're gonna need it	0.0
9666.88	9668.16	 I	0.0
9669.58	9671.84	 Not taking my kids sweetheart you hear me	0.0
9672.82	9677.46	 I've already talked to the lawyer. He said even if you don't get convicted. I've got a good chance of getting I got news for you	0.0
9677.46	9683.23	 You're not fucking taking my children your vicious fucking continent. Fuck you you fucking bitch	1.0
9683.23	9689.54	 I'm not fucking taking my god. Fucking kids. You hear me? Fuck you. I'm not taking my fucking kids	1.0
9696.88	9698.6	 Oh	0.0
9698.88	9699.62	 Fuck	1.0
9721.46	9722.72	 Get yourself Jordan	0.0
9724.0	9728.34	 Sick you're a sick man. Fuck you. I told you not taking my fucking kids	1.0
9728.34	9731.96	 You think I would let my kids near you look at yourself	0.0
9732.26	9738.56	 You know what my lawyer said my lawyer said that you're gonna prison for 20 years Jordan 20 fucking years	1.0
9738.64	9743.52	 You're never gonna see the kids again. You don't think I'm gonna see my fucking little you near my kids	1.0
9745.46	9746.08	 Again, huh?	0.0
9748.8	9750.24	 What you fucking touch me	1.0
9753.56	9755.3	 I'm gonna try to you right?	0.0
9760.74	9765.14	 Don't you fucking touch it John I swear I will fucking kill you	1.0
9770.26	9773.35	 Daddy even go a little trip together. Okay little trip together	0.0
9773.35	9773.8	 I	0.0
9783.4	9786.14	 Take it away. I told you I'm taking	0.0
9803.12	9803.84	 Oh	0.0
9833.36	9834.32	 Oh	0.0
9860.64	9863.1	 Talk normally the defendant shall participate	0.0
9863.78	9870.68	 Undercover activities breathe normally including wearing a recording device also known as a wire after five minutes	0.0
9870.82	9873.78	 He'll forget to even have it on in conjunction with the investigation	0.0
9874.86	9880.52	 Which a bitch paragraph or the defendant must not commit or attempt to commit any further crimes	1.0
9881.6	9884.64	 Let me just sign the fucking thing already. Thank you	1.0
9888.94	9890.82	 Just here that'd be good	0.0
9894.28	9895.52	 It wasn't even a choice	0.0
9897.04	9899.5	 For the next six hours. I came up with the list	0.0
9900.22	9902.94	 friends enemies business associates	0.0
9903.36	9906.68	 Anybody who'd ever known me are taken so much as a stock tip	0.0
9916.96	9919.73	 First name on the list was Donnie	0.0
9919.73	9922.18	 Do you know how good it is to have you back in this office?	0.0
9925.74	9929.9	 It's not the same when you're gone. It's sad. You understand. It's like fucking Steve Madden, huh? I can't	1.0
9932.44	9934.36	 So I can't even think about it, you know every time I think about him my blood boils	0.0
9936.26	9940.84	 I can't even say his name. Oh, you know, it's like disgusting. I grew up with this guy. He betrays me like that. Oh	1.0
9940.84	9941.06	 you have a	0.0
9944.84	9946.7	 Ever get back to you about that? Um about that that account	0.0
9946.7	9950.0	 You know, you remember was like four or five mil something like that, right? We supposed to take back four or five. No, was it?	0.0
9956.7	9961.06	 I see obvious eyes fucked up. George, you know, yeah, right stupid	1.0
9965.54	9968.1	 No, you know if he calls you you make sure and contact me. Okay?	0.0
9970.0	9972.02	 Yeah, I'm gonna go get him. I'm gonna go get him	0.0
9972.9	9975.64	 No, you know if he calls you you make sure and contact me, okay	0.0
9978.4	9980.98	 Yeah, of course, yeah, no	0.0
9986.04	9990.02	 You need that last piece of yellowtail bud, that's all yours	0.0
9995.96	9996.94	 So what else is	0.0
9997.52	9999.04	 I	0.0
10000.34	10004.98	 Was Naomi and everything, you know, you know how it is she hates my fucking guts	1.0
10007.78	10014.22	 How's he'll be good she's still alive so my life is fucked you know, yeah	1.0
10024.78	10026.1	 Mr. Jordan you got a visitor	0.0
10027.52	10028.88	 I	0.0
10046.38	10049.86	 Need you to get dressed what fuck's going on	1.0
10054.74	10056.3	 You're going to jail	1.0
10057.52	10058.64	 I	0.0
10070.64	10073.18	 Get some clothes on we'll give you a hand with that	0.0
10087.52	10088.74	 Oh	0.0
10117.52	10118.28	 I	0.0
10134.42	10142.6	 Gave up everyone and in return I got three years in some hellhole in Nevada. I'd never even heard of	1.0
10143.34	10150.04	 It's like my pops Mad Max had said the chickens had come home to roost	0.0
10152.32	10153.62	 What the fuck that means	1.0
10160.32	10168.16	 Distinguished himself in terms of his cooperation. Mr. Belfort has helped the government win convictions of over two dozen serious offenders	0.0
10169.64	10174.46	 And help them recover millions of dollars to be made available for restitution to their victims	0.0
10177.46	10184.02	 The sentence of the court shall be 36 months in federal prison, please remand the defendant	0.0
10198.4	10198.86	 Oh	0.0
10228.18	10229.36	 I	0.0
10241.4	10247.2	 Am not ashamed to admit it we arrived to prison I was absolutely terrified	0.0
10248.9	10251.12	 Go for it on your feet, but I need an event	0.0
10252.72	10254.6	 See for a brief fleeting moment	0.0
10255.94	10257.38	 I'd forgotten I was rich	0.0
10259.04	10261.76	 And I lived in a place where everything was for sale	0.0
10265.08	10266.8	 Wouldn't you like to learn how to sell it	0.0
10273.1	10280.72	 Gangsters I'm telling you some real bad motherfuckers, but this guy my good friend. Mr. Jordan Belfort is the single	1.0
10281.04	10283.7	 Baddest motherfucker I have ever met	1.0
10284.7	10292.54	 So I want you right now to give a warm Auckland New Zealand welcome for my good friend and the world's greatest	0.0
10293.14	10295.44	 sales trainer Mr. Jordan	0.0
10313.62	10313.84	 You	0.0
10331.82	10332.6	 Sell me this pen	0.0
10338.04	10339.46	 It's it's a	0.0
10340.04	10341.68	 amazing pen to	0.0
10341.94	10343.96	 For professionals, it's a	0.0
10347.8	10348.58	 Sell me this pen	0.0
10350.36	10355.96	 It's a nice pen you can you can use the pen to write down thoughts from your life so you can remember	0.0
10358.36	10360.6	 Sell me this pen	0.0
10363.46	10367.72	 Well this pen works and I personally	0.0
10371.94	10374.02	 I	0.0
10401.94	10402.92	 I	0.0
10431.94	10432.9	 I	0.0
10461.94	10462.52	 I	0.0
10492.12	10493.04	 I	0.0
10521.94	10523.06	 I	0.0
10554.42	10554.44	 I	0.0
10554.44	10555.08	 I	0.0
10556.08	10557.24	 I	0.0
10558.18	10558.92	 I	0.0
10580.96	10586.64	 Going down Broadway, right? It's a one-way street. That's what you have a way I go	0.0
10588.2	10591.02	 The way we roll that's all we know	0.0
10592.96	10593.3	 Yeah	0.0
10617.94	10618.96	 I	0.0
10640.08	10641.12	 That's what I'm talking about	0.0
10647.94	10649.26	 I	0.0
10670.96	10673.1	 Not a privilege is a necessity	0.0
10674.84	10677.88	 No, no, no not cuz you want to because you need	0.0
10678.18	10678.72	 to	0.0
10693.16	10694.86	 Well, there you go	0.0
10707.94	10708.84	 You	0.0
10737.94	10739.12	 You	0.0
10767.94	10769.28	 You	0.0
